#----Khúc tam giác đen
88001	103	52	119	68	30
#----cục đen bình thường
88002	120	52	136	68	30
# -----Bụi cây đen
880001	103	1	119	17	30
880002	120	1	136	17	30
880003	103	18	119	34	30
880004	120	18	136	34	30
880005	103	35	119	51	30
880006	120	35	136	51	30
880007	120	52	119	68	30	


#========== MARIO LỚN ===============
# Đứng yên bên phải
10001	197	48	211	75	0
# Đi
10002	214	48	230	75	0		
10003	233	49	249	75	0
# Đứng yên trái
10011	1469	47	1483	74	0
# Đi bên trái
10012	1450	47	1466	74	0
10013	1431	48	1447	74	0
# Chết
10099	402	8	418	24	0
# Ngừng phải
05001	451	48	466	75	0
# Ngừng trái
05015	1214	47	1229	74	0

# Nhảy phải
08014	271	49	287	75	0
# Nhảy trái
08002	1393	48	1409	74	0

# Đá phải
08015	488	48	509	75	0

# Đá trái
08001	1171	47	1192	74	0

#Ngồi phải
1000001	379	57	393	75	0

#Ngồi trái
1000002	1287	56	1301	74	0	

#Cầm rùa phải:
44006	451	48	466	75	0
44007	469	49	485	75	0

#cầm rùa trái:
44008	1214	47	1229	74	0
44009	1195	48	1211	74	0

#============== MARIO NHỎ ===============
# Đứng yên phải
10021	259	9	271	24	0
# Đi phải
10022	274	8	289	24	0
10023	346	8	362	24	0
# Đứng yên trái
10031	1409	8	1421	23	0
# Đi trái
10032	1391	7	1406	23	0
10033	1318	7	1334	23	0
# Nhảy phải
3013	309	8	325	24	0
# Nhảy trái
3002	1355	7	1371	23	0
# Ngừng bên phải
01001	6	0	26	14	0
# Ngừng bên trái
01015	426	0	440	16	0
#Nhảy Phải
#01016	309	8
	
# cầm rùa phải
44001	421	8	435	24	0
44002	438	8	453	24	0

#cầm rùa trái
44004	1245	7	1259	23	0
44005	1227	7	1242	23	0

#====SPECIAL ITEMS
#FLOWER IDLE
62149	278	350	294	366	250
#=== MUSHROOM IDLE
62150	298	350	314	366	250
#==== STAR IDLE
62151	258	350	274	366	250
#FLOWER UP
62152	25	28	41	44	280
62153	332	375	342	391	250
#=== MUSHROOM UP
62154	257	373	273	389	250
62155	319	375	329	390	250
#==== STAR UP
62156	45	27	61	43	280
62157	347	374	357	390	250

#==== SPECIAL ITEMS DEP LEP
62158	355	374	364	390	250



#=================MARIO LỬA =============
# Đứng yên phải
11009	206	109	220	136	0

# Đi phải
11010	223	109	239	136	0
11011	242	110	258	136	0


# Đứng yên trái
11007	1460	108	1474	135	0


# Đi trái
11006	1441	108	1457	135	0
11005	1422	109	1438	135	0

# Nhảy phải
14002 	314	110	330	136	0

# Nhảy trái
14014	1350 	109	1366	135	0

# Ngừng phải
11001	5	394	21	422	0

# Ngừng trái
11015	425	394	441	422	0
	


#============= MARIO ĐUÔI ==============
# Đứng yên phải
17009	80	142	101	170	0
# Đi phải 
11110	104	142	126	170	0
11111	129	143	152	170	0

# Đứng yên trái

17007	1579	141	1600	169	0
# cầm rùa trái
17006	1068	141	1090	169	0
17005	1042	142	1065	169	0
# Nhảy phải
20014	257	143	280	170	0

# Nhảy trái
200002	1400	142	1423	169	0

# Ngừng phải 
17001	5 	633	21	663	0

# Ngừng trái
17015	425	633	441	663	0

#Ngồi phải
170009	522	152	544	170	0
#Ngồi trái
1700010	1136	151	1158	169	0

#bay phải:
1700011	441	143	465	170	0
1700012	468	143	492	170	0
1700013	495	142	519	170	0

#bay trái:
1700014	1215	142	1239	169	0
1700015	1188	142	1212	169	0
1700016	1161	141	1185	169	0

#đi trái:
44010	1554	141	1576	169	0
44011	1528	142	1551	169	0

# cầm rùa phải
44012	566	142	587	170	0
44013	590	142	612	170	0

#xoay
44020	174	142	190	170	0
44021	1464	141	1487	169	0
44022	219	142	235	170	0
44023	193	142	216	170	0


#=====xoay=====
1700017	174	142	190	170	0

#vẫn đuôi phải
44030	283	143	306	170	0
44031	309	143	332	170	0
44032	335	142	357	170	0

#vẫy đuôi trái
440033	1374	142	1397	169	0
440034	1348	142	1371	169	0
440035	1323	141	1345	169	0

#chạy trái
440036	387	142	411	170	0
440037	414	143	438	170	0

#chạy phải
440038	1269	141	1293	169	0
440039	1242	142	1266	169	0



#============ MARIO LỬA ================
# Đứng yên phải
11009	206	109	220	136	0

# Đi phải
11010	223	109	239	136	0
11011	242	110	258	136	0

# Đứng yên trái
11007	1460	108	1474	135	0


# Đi trái
11006	1441	108	1457	135	0
11005	1422	109	1438	135	0

# Nhảy phải
14002 	314	110	330	136	0

# Nhảy trái
14014	1350	109	1366	135	0

# Ngừng phải
11001	477	109	491	136	0

# Ngừng trái
11015	1189	108	1203	135	0

#cầm rùa phải
44014	494	109	509	136	0
44015	512	110	528	136	0

#cầm rùa trái
44016	1171	108	1186	135	0
44017	1152	109	1168	135	0

#=======gạch câu hỏi========
3001	157	188	173	204	20
30002	176	188	192	204	20
3003	196	188	212	204	20
3004	235	188	251	204	20

#======= Gạch có thể vỡ========
50070	274	188	290	204	20
50071	293	188	309	204	20
50072	312	188	328	204	20
50073	331	188	347	204	20

#=== =====RÙA ĐỎ ===
# Đi trái
60060	222	164	238	190	50
60061	205	163	221	190	50

# Đi phải

# Chết
# Hồi sinh
60040	213	225	267	309	60

#rùa xanh
#đi phải
66070	296	192	312	218	60
66071	313	191	329	218	60
#đi trái
66072	331	191	347	218	60
66073	348	192	364	218	60

#cái vỏ
66080	239	202	255	218	50
#cái vỏ đi
66081	256	202	272	218	50
66082	273	202	289	218	50
60032	74	127	92	143	120

60040	71	75	89	91	120
	
#rùa xanh cánh
#bay phải:
66074	262	249	278	276	60
66075	279	249	295	276	60
66076	296	250	312	276	60
66077	313	248	329	276	60
#bay trái
66078	256	249	272	276	50
66079	239	249	255	276	50	
	




#=========== CÂY nhỏ====================
80001	222	205	238	221	30

#=== MÂY (left to right, top to bottom) ====
# width 16, height 15
90061	188	189	204	204	30
90062	205	189	221	204	30
# width 15, height 8
90063	189	205	204	213	30
# width 15, height 7
90064	205	205	220	212	30

# Gạch màu hồng (từ dưới lên)
50020	1	86	17	102	30
50021	18	86	34	102	30
50022	35	86	51	102	30
50023	1	69	17	85	30
50024	18	69	34	85	30
50025	35	69	51	85	30
50026	1	52	17	68	30
50027	18	52	34	68	30
50028	35	52	51	68	30

# Gạch màu xanh dương (từ dưới lên)
50030	52	86	68	102	30
50031	69	86	85	102	30
50032	86	86	102	102	30
50033	52	69	68	85	30
50034	69	69	85	85	30
50035	86	69	102	85	30
50036	52	52	68	68	30
50037	69	52	85	68	30
50038	86	52	102	68	30

#ong khoi co cay
					
50040	427	188	442	204	30
50041	443	188	459	204	30
50042	460	188	475	204	30
50043	426	171	442	187	30
50044	443	171	459	187	30
50045	460	171	475	187	30
50046	426	154	442	170	30
50047	443	154	459	170	30
50048	460	154	475	170	30

# Gạch màu xanh lá (từ dưới lên)
50050	52	35	68	51	30
50051	69	35	85	51	30
50052	86	35	102	51	30
50053	52	18	68	34	30
50054	69	18	85	34	30
50055	86	18	102	34	30
50056	52	1	68	17	30
50057	69	1	85	17	30
50058	86	1	102	17	30

#============= BÓNG ĐEN =================
#width 8 height 8
90011	103	103	111	111	30
#width 8 height 16
90012	103	86	111	102	30
#width 8 height 8
90013	103	77	111	85	30

# Gạch màu trắng (từ dưới lên)
500040	1	35	17	51	30
500041	18	35	34	51	30
500042	35	35	51	51	30
500043	1	18	17	34	30
500044	18	18	34	34	30
500045	35	18	51	34	30
500046	1	1	17	17	30
500047	18	1	34	17	30
500048	35	1	51	17	30

# cục gạch cứng
500081	324	171	340	187	30

#=== RÙA ĐỎ ===
# Đi trái
60060	222	164	238	190	50
60061	205	163	221	190	50

# Đi phải
60062	296	164	312	190	60
60063	313	163	329	190	60
	
# Chết
60064	279	174	295	190	60
# Hồi sinh
60065	228	174	244	190	60
60066	245	174	261	190	60
60067	262	174	278	190	60	

#=====Rùa xanh


#----hoa-----
#--hoa đỏ---
#hoa nhìn trái
40010	290	91	306	123	50
40011	273	91	289	123	50

#hoa bắn lửa trái:
40014	273	91	289	123	50

#hoa nhìn phải
40012	228	91	244	123	60
40013	245	91	261	123	60

#hoa bắn lửa phải
40015	245	91	261	123	60

#--hoa xanh
#hoa nhìn trái
#mặt bắn đạn
40016	307	91	323	123	50

40017	324	91	340	123	50
# hoa bắn lửa trái
40018 307	91	323	123	50

#hoa nhìn phải
40019	194	91	210	123	60
40020	211	91	227	123	60
#hoa bắn lửa phải
40021	211	91	227	123	60

#hoa k bắn lửa
#hoa không bắn lửa
#chụm
40030	341	91	357	123	50
#mở
40031	358	92	374	123	50


#nấm
4490	286	121	302	137	20

#lá
4491	180	123	196	137	20


#mushroom card					
60109	184	159	208	188	240

#============== HUD===============
66660	11	127	165	157	90
66661	11	124	400	165	80
66662	171	127	245	157	90
# Number
0	77	31	85	38	90
1	87	31	95	38	90
2	97	31	105	38	90
3	107	31	115	38	90
4	117	31	125	38	90
5	127	31	135	38	90
6	137	31	145	38	90
7	147	31	155	38	90
8	157	31	165	38	90
9	167	31	175	38	90
# Item
# Mushroom
91001	188	165	204	181	90
# Flower
91002	212	165	228	181	90
# Star
91003	236	165	252	181	90
# Chữ M
91004	16	160	31	167	90
# Chữ L
91005	16	170	31	177	90
# Power
# Mũi tên
91011	64	162	72	169	90	
91012	92	162	99	169	90
# Chữ P
91013	71	162	88	169	90
91014	100	162	115	169	90
#========================================


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#-------4--------
#====MOVING PLATTFORM======
862	30050	100

#tree
8011	80011	100
8021	80021	100
8031	80031	100
80411	800411	100
8051	80051	100
#đen cuối
250	250	100

#gạch chặn
8899	8899	100
#đường
7770	7770	100
7771	7771	100
7772	7772	100
7773	7773	100
7774	7774	100
7775	7775	100
#Pipe
830	40020	100
831	40021	100
832	40022	100
# ===BRICK===
#Brick - Breakable
842	40042	100	40043	100	40044	100	40045	100
#? Brick
843	40046	150	40047	150	40048	100	40049	100


#====COURSE CLEAR
9100	80200	100
#====YOU GOT A CARD
9101	80201	100

#====== BRICK======
10001	100001	100
#den
1234	1234	100

#==== COIN====
1141	1141	100	1142	100	1143	100	1144	100	1145	100


#====SPECIAL ITEMS
#FLOWER IDLE
4057	62149	100	62150	100	62152	100	62151	100
#=== MUSHROOM IDLE
4058	62150	100
#==== STAR IDLE
4059	62151	100
#FLOWER UP
4060	62152	100	62158	200
#=== MUSHROOM UP
4061	62154	100	62158	200
#==== STAR UP
4062	62156	100	62158	200
#====== BRICK======
10001	100001	10


# ==== Đường =========
601	20001	100
602	20002	100
603	20003	100

604	20004	100
605	20005	100

606	20006	100
607	20007	100

#======đồng xu====+++++++++

1141	1141	100	1142	100	1143	100	1144	100	1145	100

# ==== BỤI CÂY ====
# Lần lượt trên xuống
1001	70001	100
1002	70002	100
1003	70003	100
1004	70004	100
1005	70005	100
1006	70006	100
1007	70007	100

# ===== CÂY ====
1051	80001	100

#quả bóng:
208	20008	100	20009	1000	20010	100	20011	100

#răng
209	20012	100

#goomba
40	40001	100	40002	100
41	40003	100
42	400014	200	400015	200

#===== GẠCH VỠ ==== 
670	50070	200	50071	200	50072	200	50073	200
						
#chuông chữ P
400016	400016	100	400018	100
400017	400017	100

# ==== MARIO =========
# Đứng yên phải
400	10001	100
# Đứng yên trái
401	10011	100
# Nhỏ đứng yên phải
402	10021	100
# Nhỏ đứng yên trái
403	10031	100
# Lớn đi bộ phải
500	10001	60	10002	60	10003	60
# Lớn đi bộ trái
501	10011	50	10012	50	10013	50
# Nhỏ đi bộ phải
502	10021	100	10022	100	10023	100
# Nhỏ đi bộ trái
503	10031	100	10032	100	10033	100
# Chết
599	10099	100
# Lớn dừng phải
504	05001	100
# Lớn dừng trái
505	05015	100
# Lớn nhảy phải
506	08014	500
# Lớn nhảy trái
507 	08002	500
# Nhỏ nhảy phải
508	3013	100
# Nhỏ nhảy trái
509	3002	100
# Lớn đá phải
510	08001	200
# Lớn đá trái
511	08015	200
# Nhỏ ngừng phải
512	01001	100
# Nhỏ ngừng trái
513	01015	100

#lớn ngồi phải
4000	1000001	100
4001	1000002	100

#nhỏ cầm rùa trái:
440001	44001	100	44002	100

#nhỏ cầm rùa phải
440002	44004	100	44005	100

#lớn cầm rùa phải
440003	44006	100	44007	100
440004	44008	100	44009	100



#========== MARIO ĐUÔI ============
# Đứng yên phải
550	17009	100
# Đứng yên trái
551	17007	100
# Đi bộ phải
560	11110	100	11111	100
# Đi bộ trái
561	17006	100	17005	100
# Nhảy phải
562	20014	100
# Nhảy trái
563	200002	100
# Đứng yên phải
564	17001	100
# Đứng yên trái
565	17015	100

#ngồi phải
17009	170009	100

#ngồi trái
170010	1700010	100

#bay phải:
170011	1700011	100	1700012	100	1700013	100
170012	1700014	100	1700015	100	1700016	100

#đi trái
440005	44010	100	44011	100
#cầm rùa phải
440006	44012	100	44013	100

#xoay 
440020	44020	200	44021	200	44022	200	44023	200

#vẫy đuôi phải:
440030	44030	100	44031	100	44032	100
#vẫy đuôi trái 
440031	440033	100	440034	100	440035	100

#chạy trái
440032	440036	100	440037	100

#chạy phải
440033	440038	100	440039	100

# ========= MARIO LỬA ===========
# Lửa đứng yên phải
530	11009	100
# Lửa đứng yên trái
531	11007	100
# Đi bộ phải
5040	11010	100	11011	100
# Đi bộ trái
5041	11006	100	11005	100
# Nhảy phải
5042	14002	100
# Nhảy trái
5043	14014	100
# Ngừng phải
5044	11001	100
# Ngừng trái
5045	11015	100

#cầm rùa phải
44007	44014	100	44015	100
#cầm rùa phải
44008	44016	100	44017	100



# Gạch xanh dương
630	50030	100
631	50031	100
632	50032	100
633	50033	100
634	50034	100
635	50035	100
636	50036	100
637	50037	100
638	50038	100

# Gạch hồng
620	50020	100
621	50021	100
622	50022	100
623	50023	100
624	50024	100
625	50025	100
626	50026	100
627	50027	100
628	50028	100

#ong co cay
540	50040	100
541	50041	100
542	50042	100
543	50043	100
544	50044	100
545	50045	100
546	50046	100
547	50047	100
548	50048	100

#khúc đen tam giác
8801	88001	100
#cục đen bt
8802	88002	100
#cây
88001	880001	100
88002	880002	100
88003	880003	100
88004	880004	100
88005	880005	100
88006	880006	100
88007	880007	100


#=== MÂY ====
2010	90061	100
2011	90062	100
2012	90063	100
2013	90064	100

# Gạch xanh lá
650	50050	100
651	50051	100
652	50052	100
653	50053	100
654	50054	100
655	50055	100
656	50056	100
657	50057	100
658	50058	100

# === BÓNG GẠCH ===
1071	90011	100
1072	90012	100
1073	90013	100


# Gạch trắng
640	500040	100
641	500041	100
642	500042	100
643	500043	100
644	500044	100
645	500045	100
646	500046	100
647	500047	100
648	500048	100

# cục gạch cứng
5081	500081	100
# gạch hỏi chấm
395	3001	1000	30002	100	3003	100
396	3004	100

#rùa đỏ
#đi trái
6060	60060	100	60061	100
#đi phải
6061	60062	100	60063	100
#chết
6062	60064	100
#hồi sinh
6063	60065	100	60066	100	60067	100
# vỏ đi trái
6064	60065	100	60066	100	60067	100
#vỏ đi phải
6065	60065	100	60066	100	60067	100

# renew (RED)
814	60040	100	60064	100


#rùa xanh 
#đi trái
66072	66072	100	66073	100
#đi phải:
66070	66070	100	66071	100
#bay trái
66078	66078	100	66079	100
#bay phải
66074	66074	100	66075	100

#vỏ
66080	66080	100
#vỏ đi
66082	66081	100	66082	100

#renew 
804	60032	100	60032	100

#=======hoa====
#đỏ

#nhìn trái
4010	40010	100	40011	100
#bắn lửa trái
4012	40014	100
#nhìn phải
4011	40012	100	40013	100
#hoa bắn lửa phải
4013	40015	100

#xanh:
#nhìn trái
4014	40016	100	40017	100
#nhìn phải
4015	40019	100	40020	100
#mặt bắn đạn trái
4016	40016	100
#mặt bắn đạn phải
4017	40021	100

#chụm
4018	40030	100	40031	100
#mở
4019	40031	100	40030	100


#nấm
4490	4490	100
#lá
4491	4491	100

#mushroom card			
4008	60109	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
#  lđứng yên phải 0,   lđứng yên trái 1,  nđứng yên phải 2, n đứng yên trái 3, l đi bộ phải 4, l đi bộ trái 5
# n đi bộ phải 6, n đi bộ phải 7, chết 8, l dừng phải 9, l dừng trái 10, l nhảy phải 11, l nhảy trái 12, n nhảy phải 13
#n nhảy trái 14,  l đá phải 15, l đá trái 16, n dừng phải 17, n dừng trai 18
# đuôi: đứng yên phải 19, đứng yên trái 20, đi bộ phải 21, đi bộ trái 22, nhảy phải 23, nhảy trái 24, nhừng phải 25, ngừng trái 26.
#lửa: đứng yên phải 27, đứng yên trái 28, đi bộ phải 29, đi bộ trái 30, nhảy phải 31, nhảy trái 32, nhừng phải 33, nhừng trái 34
#ngồi: lớn ngồi phải 35, lớn ngồi trái 36, đuôi ngồi phải 37, đuôi ngồi trái 38
#đuôi bay phải 39, đuôi nay trái 40
#nhỏ cầm rùa trái 41, nhỏ cầm rùa phải 42, đuôi đi trái 45, đuôi cầm phải 46
#lớn cầm rùa phải 43, lớn cầm rùa trái 44
#lửa cầm phải: 47, lửa cầm trái 48
#đuôi xoay 49. vẫy đuôi phải 50, vẫy đuôi trái 51, chạy phải 52, chạy trái 53

1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	510	511	512	513	550	551	560	561	562	563	564	565	530	531	5040	5041	5042	5043	5044	5045	4000	4001	17009	170010	170011	170012	440001	440002	440003	440004	440005	440006	44007	44008	440020	440030	440031	440032	440033
601	601

#tree
#8001	8001
8011	8011
8021	8021
8031	8031
80411	80411
8051	8051


602	602
603	603
	
604	604
605	605
	
606	606
607	607

#-----4--------#
#đen cuối
250	250
#MOVING PLATTFORM
78	862
#gạch chặn
8899	8899
#đường
7770	7770
7771	7771
7772	7772
7773	7773
7774	7774
7775	7775
#pipe
50	830
51	831
52	832
#Brick
42	842	396	
#? Brick
43	843
# BREAKABLE - TYPE ? BRICK
44	842

#==== WORDS END SCENE 1
1140	9100	9101	4008	4009	4010
1145	9101
1146	4008

#BRICK
101	10001
#===đồng xu====+++++
1142	1141	1141
40000	40000
#đen
1234	1234

#====SPECIAL ITEMS===
408	4057	4058	4059	4060	4061	4062

#chuông chữ P
15	400016	400017

#quả bóng
208	208	

#răng
209	209

#khúc đen tam giác
8801	8801
#khúc đen bình thường
8802	8802
#cây đen
88001	88001
88002	88002
88003	88003
88004	88004
88005	88005
88006	88006
88007	88007


#===đồng xu====+++++
1142	1141	1141
1141	1141	1141


#goomba
4	40	41
14	40	41	42

#rùa đỏ : Koopas 7
#đi phải, đi trái, chết, hồi sinh., 6 xanh đi trái, 7 x phải, 8: bay trái, 9 bay phải, 10 vỏ, 11 vỏ đi
7	6060	6061	6062	814	6064	6065	66072	66070	66078	66074	66080	66082	
# rùa xanh
100	6060	6061	6062	804	6064	6065	66072	66070	66078	66074	66080	66082	60065		

#rùa có cánh
200	6060	6061	6062	804	6064	6065	66072	66070	66078	66074	66080	66082		

#===hoa đỏ 8
8	4010	4011	4012	4013
#==hoa xanh 88
88	4014	4015	4016	4017

#hoa xanh k bắn lửa 888
888	4018	4019

#gạch vỡ 
5	670	1141

#===gạch chấm hỏi
395	395	396
396	396	396


#Cay bu
1001	1001
1002	1002
1003	1003
1004	1004
1005	1005
1006	1006
1007	1007


#gach hong
620	620
621	621
622	622
623	623
624	624
625	625
626	626
627	627
628	628


#cay nho
1051	1051

#may
2010	2010
2011	2011
2012	2012
2013	2013

#gach xanh
630	630
631	631
632	632
633	633
634	634
635	635
636	636
637	637
638	638

#ong co cay
	
540	540
541	541
542	542
543	543
544	544
545	545
546	546
547	547
548	548

#gach xanh la
650	650
651	651
652	652
653	653
654	654
655	655
656	656
657	657
658	658

#bóng đen
1071	1071
1072	1072
1073	1073

#gach trang
640	640
641	641
642	642
643	643
644	644
645	645
646	646
647	647
648	648

# gạch cứng
5081	5081

#nấm
4490	4490
#lá
4491	4491


[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = tree
# MARIO
#PIPE	x	y
25	0	100	1


#? BRICK	x	y	

#đồng xu
10	352	80	1141
10	368	80	1141
10	384	80	1141
10	432	48	1141
10	448	48	1141
10	464	48	1141
10	784	80	1141
10	800	80	1141
10	816	80	1141
10	864	48	1141
10	880	48	1141
10	896	48	1141
10	1344	64	1141
10	1360	64	1141
10	1376	64	1141

10	1520	48	1141
10	1520	64	1141
10	1520	80	1141
10	1520	96	1141
10	1520	112	1141
10	1520	128	1141
10	1520	144	1141
10	1520	160	1141

26	384	98	78
26	576	128	78
26	608	80	78
26	640	176	78
26	768	112	78
26	1254	160	78
26	1266	96	78
26	1392	128	78
26	1424	112	78
26	1568	80	78
#26	1776	112	78
26	1744	98	78
26	1792	192	78

26	2000	96	78
26	2170	112	78

#Cục 1
1	240	128	42
1	256	128	42
1	272	128	42
1	288	128	42
#Cục2
1	400	112	42
1	416	112	42
1	432	112	42
1	448	112	42
1	464	112	42
#Cục 3
1	610	64	42
1	626	64	42
12	642	64	4490
3	642	64	42
5	658	64	42
#Cục4
1	656	144	44
1	672	144	42
#Cục5
1	768	96	42
1	768	128	42
1	768	112	42
1	768	144	42
1	784	144	42
1	800	144	42
1	816	144	42
#Cục 6
1	880	112	42
1	880	128	42
1	880	144	42
1	880	160	42
1	896	160	42
1	912	160	42

#Cục7

1	976	112	42
1	976	128	42
12	992	130	4491
3	992	128	42
#Cục8

1	992	176	42
1	1008	176	42
1	1024	176	42
1	1040	176	42

#Cục9


12	1042	128.5	1141
12	1042	128.5	1141
12	1042	128.5	1141
12	1042	128.5	1141
12	1042	128.5	1141
12	1042	128.5	1141
12	1042	128	1141
3	1040	128	42

1	1056	128	42
1	1072	128	42
1	1088	128	42
1	1104	128	42

#test rua xanh
16	1080	80	7

#Cục 10

1	1184	160	42
1	1200	160	42
1	1216	160	42
1	1232	160	42

#Cục 11

1	1200	80	42
1	1216	80	42
1	1232	80	42
1	1248	80	42
12	1248	64	4490
3	1248	64	42

#Cục 12

1	1280	144	42
1	1296	144	42

#Cục 13

1	1408	80	42
1	1424	80	42
1	1440	80	42

#Cục 14

1	1552	64	44
1	1552	80	42

#Cục 15

1	1552	144	42
1	1552	160	42
1	1552	176	42
1	1568	176	42
1	1584	176	42
1	1600	176	42

#Cục 16

1	1744	64	42
1	1744	80	42
1	1744	96	42

#Cục 17
1	1792	144	42
1	1808	144	42
1	1824	144	42

#rùa bay
27	1880	144	200
#Đường

1	1936	176	7770
1	1952	176	7771
1	1968	176	7771
1	1984	176	7771
1	2000	176	7771
1	2016	176	7771
1	2032	176	7771
1	2048	176	7771
1	2064	176	7772


#ống
1	1968	160	540
1	1984	160	542
1	1968	144	540
1	1984	144	542

1	1967	128	543
1	1983	128	545

1	1967	112	546
1	1983	112	548

#gạch cạnh ống
1	2000	160	80411
1	2016	160	8021
1	2032	160	8051

1	2000	144	8011
1	2016	144	8021
1	2032	144	8031

1	1936	192	7773
1	1952	192	7774
1	1968	192	7774
1	1984	192	7774
1	2000	192	7774
1	2016	192	7774
1	2032	192	7774
1	2048	192	7774
1	2064	192	7775


#ống

#gạch chặn
1	2064	160	8899
1	2064	144	8899
1	2064	128	8899
1	2064	112	8899
1	2064	96	8899
1	2064	80	8899
1	2064	64	8899
1	2064	48	8899
1	2064	32	8899
1	2064	16	8899	
1	2064	0	8899
1	2064	-16	8899
1	2064	-32	8899
#tree
1	18	128	8011
1	34	128	8021
1	50	128	8021
1	66	128	8021
1	82	128	8021
1	98	128	8021
1	114	128	8021
1	130	128	8021
1	146	128	8031


1	34	128	8021
1	34	144	8021
1	34	160	8021
1	34	176	8021
1	34	192	8021
1	34	208	8021
1	34	224	8021

1	18	128	8021
1	18	144	8021
1	18	160	8021
1	18	176	8021
1	18	192	8021
1	18	208	8021
1	18	224	8021

1	50	128	8021
1	50	144	8021
1	50	160	8021
1	50	176	8021
1	50	192	8021
1	50	208	8021
1	50	224	8021

1	66	128	8021
1	66	144	8021
1	66	160	8021
1	66	176	8021
1	66	192	8021
1	66	208	8021
1	66	224	8021

1	82	128	8021
1	82	144	8021
1	82	160	8021
1	82	176	8021
1	82	192	8021
1	82	208	8021
1	82	224	8021
1	98	128	8021
1	98	144	8021
1	98	160	8021
1	98	176	8021
1	98	192	8021
1	98	208	8021
1	98	224	8021

1	114	128	8021
1	114	144	8021
1	114	160	8021
1	114	176	8021
1	114	192	8021
1	114	208	8021
1	114	224	8021
