
F# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	0	255	255
20	textures\misc.png	166	185	255

30	textures\tiles.png	255	128	192
40	textures\enemies.png	163	73	164
50	textures\enemies-2.png	0	128	128
60	textures\enemies-2NGUOC.png	0	130	130

# id	left	top	right	bottom	texture_id
[SPRITES]


#============== Đường ================
#răng
209	20012	100

#goomba
40	40001	100	40002	100
41	40003	100
42	400014	200	400015	200

#===== GẠCH VỠ ==== 
670	50070	200	50071	200	50072	200	50073	200
						
#chuông chữ P
400016	400016	100	400018	100
400017	400017	100

# ==== MARIO =========
# Đứng yên phải
400	10001	100
# Đứng yên trái
401	10011	100
# Nhỏ đứng yên phải
402	10021	100
# Nhỏ đứng yên trái
403	10031	100
# Lớn đi bộ phải
500	10001	60	10002	60	10003	60
# Lớn đi bộ trái
501	10011	50	10012	50	10013	50
# Nhỏ đi bộ phải
502	10021	100	10022	100	10023	100
# Nhỏ đi bộ trái
503	10031	100	10032	100	10033	100
# Chết
599	10099	100
# Lớn dừng phải
504	05001	100
# Lớn dừng trái
505	05015	100
# Lớn nhảy phải
506	08014	500
# Lớn nhảy trái
507 	08002	500
# Nhỏ nhảy phải
508	3013	100
# Nhỏ nhảy trái
509	3002	100
# Lớn đá phải
510	08001	200
# Lớn đá trái
511	08015	200
# Nhỏ ngừng phải
512	01001	100
# Nhỏ ngừng trái
513	01015	100

#lớn ngồi phải
4000	1000001	100
4001	1000002	100

#nhỏ cầm rùa trái:
440001	44001	100	44002	100

#nhỏ cầm rùa phải
440002	44004	100	44005	100

#lớn cầm rùa phải
440003	44006	100	44007	100
440004	44008	100	44009	100



#========== MARIO ĐUÔI ============
# Đứng yên phải
550	17009	100
# Đứng yên trái
551	17007	100
# Đi bộ phải
560	11110	100	11111	100
# Đi bộ trái
561	17006	100	17005	100
# Nhảy phải
562	20014	100
# Nhảy trái
563	200002	100
# Đứng yên phải
564	17001	100
# Đứng yên trái
565	17015	100

#ngồi phải
17009	170009	100

#ngồi trái
170010	1700010	100

#bay phải:
170011	1700011	100	1700012	100	1700013	100
170012	1700014	100	1700015	100	1700016	100

#đi trái
440005	44010	100	44011	100
#cầm rùa phải
440006	44012	100	44013	100

#xoay 
440020	44020	200	44021	200	44022	200	44023	200

#vẫy đuôi phải:
440030	44030	100	44031	100	44032	100
#vẫy đuôi trái 
440031	440033	100	440034	100	440035	100

#chạy trái
440032	440036	100	440037	100

#chạy phải
440033	440038	100	440039	100

# ========= MARIO LỬA ===========
# Lửa đứng yên phải
530	11009	100
# Lửa đứng yên trái
531	11007	100
# Đi bộ phải
5040	11010	100	11011	100
# Đi bộ trái
5041	11006	100	11005	100
# Nhảy phải
5042	14002	100
# Nhảy trái
5043	14014	100
# Ngừng phải
5044	11001	100
# Ngừng trái
5045	11015	100

#cầm rùa phải
44007	44014	100	44015	100
#cầm rùa phải
44008	44016	100	44017	100



# Gạch xanh dương
630	50030	100
631	50031	100
632	50032	100
633	50033	100
634	50034	100
635	50035	100
636	50036	100
637	50037	100
638	50038	100

# Gạch hồng
620	50020	100
621	50021	100
622	50022	100
623	50023	100
624	50024	100
625	50025	100
626	50026	100
627	50027	100
628	50028	100

#ong co cay
540	50040	100
541	50041	100
542	50042	100
543	50043	100
544	50044	100
545	50045	100
546	50046	100
547	50047	100
548	50048	100

#khúc đen tam giác
8801	88001	100
#cục đen bt
8802	88002	100
#cây
88001	880001	100
88002	880002	100
88003	880003	100
88004	880004	100
88005	880005	100
88006	880006	100
88007	880007	100


#=== MÂY ====
2010	90061	100
2011	90062	100
2012	90063	100
2013	90064	100

# Gạch xanh lá
650	50050	100
651	50051	100
652	50052	100
653	50053	100
654	50054	100
655	50055	100
656	50056	100
657	50057	100
658	50058	100

# === BÓNG GẠCH ===
1071	90011	100
1072	90012	100
1073	90013	100


# Gạch trắng
640	500040	100
641	500041	100
642	500042	100
643	500043	100
644	500044	100
645	500045	100
646	500046	100
647	500047	100
648	500048	100

# cục gạch cứng
5081	500081	100
# gạch hỏi chấm
395	3001	1000	30002	100	3003	100
396	3004	100

#rùa đỏ
#đi trái
6060	60060	100	60061	100
#đi phải
6061	60062	100	60063	100
#chết
6062	60064	100
#hồi sinh
6063	60065	100	60066	100	60067	100
# vỏ đi trái
6064	60065	100	60066	100	60067	100
#vỏ đi phải
6065	60065	100	60066	100	60067	100

#rùa xanh 
#đi trái
66072	66072	100	66073	100
#đi phải:
66070	66070	100	66071	100
#bay trái
66078	66078	100	66079	100
#bay phải
66074	66074	100	66075	100

#vỏ
66080	66080	100
#vỏ đi
66082	66081	100	66082	100

#=======hoa====
#đỏ

#nhìn trái
4010	40010	100	40011	100
#bắn lửa trái
4012	40014	100
#nhìn phải
4011	40012	100	40013	100
#hoa bắn lửa phải
4013	40015	100

#xanh:
#nhìn trái
4014	40016	100	40017	100
#nhìn phải
4015	40019	100	40020	100
#mặt bắn đạn trái
4016	40016	100
#mặt bắn đạn phải
4017	40021	100

#chụm
4018	40030	100	40031	100
#mở
4019	40031	100	40030	100


#nấm
4490	4490	100
#lá
4491	4491	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
#  lđứng yên phải 0,   lđứng yên trái 1,  nđứng yên phải 2, n đứng yên trái 3, l đi bộ phải 4, l đi bộ trái 5
# n đi bộ phải 6, n đi bộ phải 7, chết 8, l dừng phải 9, l dừng trái 10, l nhảy phải 11, l nhảy trái 12, n nhảy phải 13
#n nhảy trái 14,  l đá phải 15, l đá trái 16, n dừng phải 17, n dừng trai 18
# đuôi: đứng yên phải 19, đứng yên trái 20, đi bộ phải 21, đi bộ trái 22, nhảy phải 23, nhảy trái 24, nhừng phải 25, ngừng trái 26.
#lửa: đứng yên phải 27, đứng yên trái 28, đi bộ phải 29, đi bộ trái 30, nhảy phải 31, nhảy trái 32, nhừng phải 33, nhừng trái 34
#ngồi: lớn ngồi phải 35, lớn ngồi trái 36, đuôi ngồi phải 37, đuôi ngồi trái 38
#đuôi bay phải 39, đuôi nay trái 40
#nhỏ cầm rùa trái 41, nhỏ cầm rùa phải 42, đuôi đi trái 45, đuôi cầm phải 46
#lớn cầm rùa phải 43, lớn cầm rùa trái 44
#lửa cầm phải: 47, lửa cầm trái 48
#đuôi xoay 49. vẫy đuôi phải 50, vẫy đuôi trái 51, chạy phải 52, chạy trái 53

1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	510	511	512	513	550	551	560	561	562	563	564	565	530	531	5040	5041	5042	5043	5044	5045	4000	4001	17009	170010	170011	170012	440001	440002	440003	440004	440005	440006	44007	44008	440020	440030	440031	440032	440033
601	601
602	602
603	603
	
604	604
605	605
	
606	606
607	607

#chuông chữ P
15	400016	400017

#quả bóng
208	208	

#răng
209	209

#khúc đen tam giác
8801	8801
#khúc đen bình thường
8802	8802
#cây đen
88001	88001
88002	88002
88003	88003
88004	88004
88005	88005
88006	88006
88007	88007


#===đồng xu====+++++
1142	1141	1141
1141	1141


#goomba
4	40	41
14	40	41	42

#rùa đỏ : Koopas 7
#đi phải, đi trái, chết, hồi sinh., 6 xanh đi trái, 7 x phải, 8: bay trái, 9 bay phải, 10 vỏ, 11 vỏ đi
7	6060	6061	6062	6063	6064	6065	66072	66070	66078	66074	66080	66082	
# rùa xanh
100	6060	6061	6062	6063	6064	6065	66072	66070	66078	66074	66080	66082		

#rùa có cánh
200	6060	6061	6062	6063	6064	6065	66072	66070	66078	66074	66080	66082		

#===hoa đỏ 8
8	4010	4011	4012	4013
#==hoa xanh 88
88	4014	4015	4016	4017

#hoa xanh k bắn lửa 888
888	4018	4019

#gạch vỡ 
5	670	1141

#===gạch chấm hỏi
395	395	396
396	396	396


#Cay bu
1001	1001
1002	1002
1003	1003
1004	1004
1005	1005
1006	1006
1007	1007


#gach hong
620	620
621	621
622	622
623	623
624	624
625	625
626	626
627	627
628	628


#cay nho
1051	1051

#may
2010	2010
2011	2011
2012	2012
2013	2013

#gach xanh
630	630
631	631
632	632
633	633
634	634
635	635
636	636
637	637
638	638

#ong co cay
	
540	540
541	541
542	542
543	543
544	544
545	545
546	546
547	547
548	548

#gach xanh la
650	650
651	651
652	652
653	653
654	654
655	655
656	656
657	657
658	658

#bóng đen
1071	1071
1072	1072
1073	1073

#gach trang
640	640
641	641
642	642
643	643
644	644
645	645
646	646
647	647
648	648

# gạch cứng
5081	5081

#nấm
4490	4490
#lá
4491	4491


[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = tree
# MARIO

#Đường
1	-16	140	601
1	0	150	601
1	16	150	602
1	32	150	602
1	48	150	602
1	64	150	602
1	80	150	602
1	96	150	602
1	112	150	602
1	128	150	602
1	144	150	602
1	160	150	602
1	176	150	602
1	192	150	602
1	208	150	602
1	224	150	602
1	240	150	602
1	256	150	602
1	272	150	602
1	288	150	602
1	304	150	602
1	320	150	602
1	336	150	602
1	352	150	602
1	368	150	602
1	384	150	602
1	400	150	602
1	416	150	602
1	432	150	602
1	448	150	602
1	416	150	602
1	432	150	602
1	448	150	602
1	464	150	602
1	480	150	602
1	496	150	602
1	512	150	602
1	528	150	602
1	544	150	602
1	560	150	602
1	576	150	602
1	592	150	602
1	608	150	602
1	624	150	602
1	640	150	602
1	656	150	602
1	672	150	602
1	688	150	602
1	704	150	602
1	720	150	602
1	736	150	603
1	752	150	604
1	752	134	601


#khúc đường lên

1	768	150	604
1	784	150	604

# gạch hỏi chấm--(khúc đường lên)---
#lá

3	768	134	395

#đồng xu 2
12	852	87	1141
#gạch hỏi chấm đầu tiên đường lên
12	800	118	4491
3	800	118	395
---

1	800	150	604
1	816	150	604
1	832	150	604
1	848	150	604
1	864	150	604
1	880	150	604
1	896	150	604
1	912	150	604
1	928	150	604
1	944	150	604
1	960	150	604
1	976	150	604
1	992	150	604
1	1008	150	604
1	1024	150	604
1	1040	150	604
1	1056	150	604
1	1072	150	604
1	1088	150	604
1	1104	150	604
1	1120	150	604
1	1136	150	604
1	1152	150	604
1	1168	150	604
1	1184	150	604
1	1200	150	604
1	1216	150	604
1	1232	150	604


1	751	134	601
1	768	134	602
1	784	134	602
1	800	134	602
1	816	134	602
1	832	134	602
1	848	134	602
1	864	134	602
1	880	134	602
1	896	134	602
1	912	134	602
1	928	134	602
1	944	134	602
1	960	134	602
1	976	134	602
1	992	134	602
1	1008	134	602
1	1024	134	602
1	1040	134	602
1	1056	134	602
1	1072	134	602
1	1088	134	602
1	1104	134	602
1	1120	134	602
1	1136	134	602
1	1152	134	602
1	1168	134	602
1	1184	134	602
1	1200	134	602
1	1216	134	602
1	1232	134	602

#=====Đồng xu----+++++++++
10	1232	70	1142
10	1264	38	1142
10	1296	6	1142	
10	1228	-26	1142
10	1160	-58	1142

#khúc đường thủng 1

1	1310	150	601
1	1326	150	602
1	1342	150	602
1	1358	150	602
1	1374	150	602
1	1390	150	602
1	1406	150	602
1	1422	150	602
1	1438	150	602
1	1454	150	602
1	1470	150	602
1	1486	150	602
1	1502	150	602
1	1518	150	602
1	1534	150	602
1	1550	150	602
1	1566	150	602
1	1582	150	602
1	1598	150	602
1	1614	150	602
1	1630	150	602
1	1646	150	602
1	1662	150	602
1	1630	150	602
1	1646	150	602
1	1662	150	602
1	1678	150	602
1	1694	150	602
1	1710	150	602
1	1726	150	603


#cây đầu
2	24	135	1003
2	40	135	1007
2	56	135	1007
2	72	135	1007
2	88	135	1006
2	104	135	1005
2	120	135	1007
2	136	135	1004

2	24	119	1003
2	40	119	1006
2	56	119	1005
2	72	119	1007
2	88	119	1004
2	104	119	1003
2	120	119	1006
2	136	119	1002

2	25	103	1001
2	39	103	1005
2	55	103	1004
2	72	103	1001
2	87	103	1002
2	104	103	1001
2	119	103	1002

2	40	87	1001
2	55	87	1002

#cay nho
2	184	135	1051
2	200	135	1051
2	216	135	1051

#gạch hỏi chấm----
12	200	87	1142
3	200	87	395

12	216	87	1142
3	216	87	395

3	232	55	395
#nấm
12	248	55	4490

3	248	55	395
----------


#gach xanh
2	298	135	630
2	314	135	631
2	330	135	632

2	298	119	633
2	314	119	634
2	330	119	635

2	298	103	633
2	314	103	634
2	330	103	635

2	298	87	633
2	314	87	634
2	330	87	635

6	298	71	636
6	314	71	637
6	330	71	638



#bong den
2	345	143	1071
2	345	135	1071
2	345	127	1072
2	345	119	1073
2	345	111	1072
2	345	103	1072
2	345	95	1072
2	345	87	1073

#====hoa đỏ
8	409	118	8



#ống có hoa


1	394	135	540
1	409	135	541
1	425	135	542

1	393	119	543
1	409	119	544
1	425	119	545

1	393	103	546
1	409	103	547
1	425	103	548


#test bóng


#gach hong

2	266	135	620
2	282	135	621
2	298	135	622

2	266	119	623
2	282	119	624
2	298	119	625

6	266	103	626
6	282	103	627
6	298	103	628

#bong den
2	314	143	1071
2	314	135	1071
2	314	127	1072
2	314	119	1073
2	314	111	1072


#may duoi
2	120	40	2012
2	136	40	2013
#may dau
2	120	25	2010
2	136	25	2011	

#may duoi
2	136	40	2012
2	152	40	2013
2	136	25	2010
2	152	25	2011

#may duoi
2	120	40	2012
2	136	40	2013
#may dau
2	120	25	2010
2	136	25	2011

#may bt
2	362	20	2012
2	378	20	2013
2	362	5	2010
2	378	5	2011



#gạch trắng bự
2	593	135	640
2	609	135	641
2	625	135	641
2	641	135	641
2	657	135	642

2	593	119	643
2	609	119	644
2	625	119	644
2	641	119	644
2	657	119	644
2	657	119	645

2	593	103	643
2	609	103	644
2	625	103	644
2	641	103	644
2	657	103	644
2	657	103	645


2	593	87	643
2	609	87	644
2	625	87	644
2	641	87	644
2	657	87	645

2	593	71	643
2	609	71	644
2	625	71	644
2	641	71	644
2	657	71	645

2	593	55	643
2	609	55	644
2	625	55	644
2	641	55	644
2	657	55	645

6	593	39	646
6	609	39	647
6	625	39	647
6	641	39	647
6	657	39	648

#bóng đen
2	673	143	1071
2	673	135	1071
2	673	127	1072
2	673	119	1073
2	673	111	1072
2	673	103	1072
2	673	95	1073
2	673	87	1072
2	673	71	1072
2	673	55	1072



# gach hong bu
2	545	135	620
2	561	135	621
2	577	135	621
2	593	135	622

2	545	119	623
2	561	119	624
2	577	119	624
2	593	119	625

2	545	103	623
2	561	103	624
2	577	103	624
2	593	103	625

2	545	87	623
2	561	87	624
2	577	87	624
2	593	87	625

6	545	71	626
6	561	71	627
6	577	71	627
6	593	71	628

#bóng đen
2	609	143	1071
2	609	135	1071
2	609	127	1072
2	609	119	1073
2	609	111	1072
2	609	103	1072
2	609	95	1072
2	609	87	1073




# xanh la ngang
2	465	135	650
2	481	135	651
2	497	135	651
2	513	135	651
2	529	135	651
2	545	135	652

2	465	119	653
2	481	119	654
2	497	119	654
2	513	119	654
2	529	119	654
2	545	119	655

6	465	103	656
6	481	103	657
6	497	103	657
6	513	103	657
6	529	103	657
6	545	103	658

#bong den			
2	561	143	1071
2	561	135	1071
2	561	127	1072
2	561	119	1073
2	561	111	1072

#gạch chấm hỏi
12	467	55	1142
3	467	55	395

	
#xanh lá bự
2	593	135	650
2	609	135	651
2	625	135	651
2	641	135	651
2	657	135	651
2	673	135	651
2	689	135	651
2	705	135	652

6	593	119	656
6	609	119	657
6	625	119	657
6	641	119	657
6	657	119	657
6	673	119	657
6	689	119	657
6	705	119	658

#gạch chặn rùa
#1	710	110	395
#1	589	115	395	

#bóng đen
2	721	143	1071
2	721	135	1071
2	721	127	1072

#đám 6 cây
2	820	119	1051
2	836	119	1051
2	852	119	1051
2	868	119	1051
2	884	119	1051
2	900	119	1051

#mây
2	804	20	2012
2	820	20	2013
2	804	5	2010
2	820	5	2011

#gạch câu hỏi
3	852	87	395


#cay to
2	971	119	1001
2	986	119	1005
2	1002	119	1007
2	1018	119	1007
2	1034	119	1007
2	1050	119	1007
2	1066	119	1007
2	1082	119	1004

2	986	103	1003
2	1002	103	1006
2	1018	103	1005
2	1034	103	1006
2	1050	103	1005
2	1066	103	1007
2	1082	103	1004

2	987	87	1001
2	1002	87	1002
2	1019	87	1001
2	1034	87	1005
2	1050	87	1004
2	1067	87	1001
2	1082	87	1002

2	1035	71	1001
2	1050	71	1002

2	1099	119	1001
2	1114	119	1005
2	1130	119	1007
2	1146	119	1004



2	1114	103	1003
2	1130	103	1006
2	1146	103	1002

2	1115	87	1001
2	1130	87	1002


#đám 2 cây
2	1196	119	1051
2	1212	119	1051

# đường thủng 1

#3 cây 
2	1358	135	1051
2	1374	135	1051
2	1390	135	1051

#gạch xanh
2	1514	135	630
2	1530	135	631
2	1546	135	631
2	1562	135	631
2	1578	135	631
2	1594	135	631
2	1610	135	631
2	1626	135	631
2	1642	135	632


2	1514	119	633
2	1530	119	634
2	1546	119	634
2	1562	119	634
2	1578	119	634
2	1594	119	634
2	1610	119	634
2	1626	119	634
2	1642	119	635

2	1514	103	633
2	1530	103	634
2	1546	103	634
2	1562	103	634
2	1578	103	634
2	1594	103	634
2	1610	103	634
2	1626	103	634
2	1642	103	635

2	1514	87	633
2	1530	87	634
2	1546	87	634
2	1562	87	634
2	1578	87	634
2	1594	87	634
2	1610	87	634
2	1626	87	634
2	1642	87	635

2	1514	71	633
2	1530	71	634
2	1546	71	634
2	1562	71	634
2	1578	71	634
2	1594	71	634
2	1610	71	634
2	1626	71	634
2	1642	71	635

